Name,Type,Address,Ratings,Location,Price,Image
May Restaurant,Restaurant,"1 Tran Hung Dao Street",3.9,Phu Quoc,170000,https://img3.restaurantguru.com/c676-May-Restaurant-interior.jpg
F5 Restaurant,Restaurant,"Phu Quoc, Vietnam",4.1,Phu Quoc,200000,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/39/f9/30/new-face.jpg
Sakura Restaurant,Restaurant,"Phu Quoc, Vietnam",4.3,Phu Quoc,350000,https://vietnamdiscovery.com/wp-content/uploads/2019/09/Sakura-restaurant-in-Phu-Quoc-@kingmonarosa.jpg
Sakura II Restaurant,Restaurant,"Phu Quoc, Vietnam",4.2,Phu Quoc,320000,https://vietnamdiscovery.com/wp-content/uploads/2019/09/Sakura-restaurant-in-Phu-Quoc-@kingmonarosa.jpg
Ngoc-Danh Quyen,Restaurant,"Phu Quoc, Vietnam",3.7,Phu Quoc,150000,https://cdn.hanoivoyage.com/uploads/Blogs/Vietnam/Phu-Quoc/Restaurant/family-inn-phu-quoc.webp
Drunk'n Monkey,Restaurant,"Tran Hung Dao Street",4.4,Phu Quoc,250000,https://img.restaurantguru.com/w550/h367/rf16-Drunk-N-Monkey-facade.jpg
Hoa Sim,Restaurant,"Phu Quoc, Vietnam",3.8,Phu Quoc,160000,https://img.restaurantguru.com/w550/h367/r11d-restaurant-Bar-Quan-Hoa-Sim-seafood.jpg
An Giang Restaurant,Restaurant,"30/4 Street",3.9,Phu Quoc,140000,https://c8.alamy.com/comp/2G403P4/people-enjoying-drinks-in-the-restaurant-and-bar-of-the-mango-bay-resort-on-ong-lang-beach-at-dusk-ong-lang-phu-quoc-island-kien-giang-vietnam-as-2G403P4.jpg
So True,Restaurant,"Cua Street",4.2,Phu Quoc,220000,https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2001728808070/So%20True%20-%20Vietnamese%20Kitchen%20Phu%20Quoc-4304bb34-654d-437b-b91a-114295c5beee.jpeg?tr=q-60,c-at_max,w-1280,h-720&_src=imagekit
Bup Restaurant,Restaurant,"108 30/4 Street",4.0,Phu Quoc,180000,https://vietnamreviewer.com/wp-content/uploads/2021/12/Quan-Bup-611x400.jpg
Mango Bay Restaurant,Restaurant,"Phu Quoc, Vietnam",4.5,Phu Quoc,450000,https://media-cdn.tripadvisor.com/media/photo-p/1a/1b/b2/20/we-invite-you-to-indulge.jpg
Happy An,Restaurant,"Phu Quoc, Vietnam",4.1,Phu Quoc,200000,https://rootytrip.com/wp-content/uploads/2023/10/phu-quoc-restaurants-5.jpg
Grand Hotel,Hotel,"Vung Tau, Vietnam",4.3,Vung Tau,2500000,https://pix10.agoda.net/hotelImages/234434/-1/877773fc793801e7e3a68be3934f3232.jpg
Ibis Styles Hotel,Hotel,"Vung Tau, Vietnam",4.2,Vung Tau,1800000,https://kda.vn/uploads/extra/241/z3718233146689_ff41fd651ef40be2c3b0e49f95c37ce8.jpg
Pullman Hotel,Hotel,"Vung Tau, Vietnam",4.6,Vung Tau,3500000,https://d2e5ushqwiltxm.cloudfront.net/wp-content/uploads/sites/23/2018/09/19095902/Pullman-Vung-Tau-main1-724x357.jpg
The Wind Boutique Hotel,Hotel,"98 Phan Chu Trinh Street",4.0,Vung Tau,1200000,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/179275304.jpg?k=e96dba38fbf488065068638cf2467db5fdf7844f0877c3c1f799694161ed5de4&o=
The Wind Boutique Resort,Resort,"Vung Tau, Vietnam",4.1,Vung Tau,1500000,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/179275304.jpg?k=e96dba38fbf488065068638cf2467db5fdf7844f0877c3c1f799694161ed5de4&o=
Paradise Golf Resort,Resort,"Vung Tau, Vietnam",4.3,Vung Tau,2200000,http://golftripvietnam.com/wp-content/uploads/2023/06/vung-tau-paradise-golf-course-3.jpg
Vung Tau Intourco Resort,Resort,"Vung Tau, Vietnam",4.2,Vung Tau,1900000,https://www.uncovervietnam.com/wp-content/uploads/2020/04/Vung-Tau-Intourco-Resort.jpeg
Bimexco Resort,Resort,"Vung Tau, Vietnam",3.8,Vung Tau,1400000,https://ktmt.vnmediacdn.com/images/2022/05/21/33-1653112105-bimexco-resort-vung-tau-2.jpg
Kim Minh Boutique Hotel,Hotel,"Vung Tau, Vietnam",4.0,Vung Tau,950000,https://anchoivungtau.vn/wp-content/uploads/2022/08/h5-11.jpg
V Boutique Hotel,Hotel,"32 Phan Huy Ich Street",3.9,Vung Tau,850000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=122109079136194086
Binh An 2 Hotel,Hotel,"Vung Tau, Vietnam",3.5,Vung Tau,650000,https://pix10.agoda.net/hotelImages/290364/-1/3e4edfb30830f92fc13eda515b56b53f.jpg?s=1024x768
Kim Ngan Hotel,Hotel,"243 Le Hong Phong Street",3.6,Vung Tau,700000,http://kimnganhotel.com/upload/hinhanh/s1-1925.png
Petro House Hotel,Hotel,"63 Tran Hung Dao Street",4.0,Vung Tau,1100000,http://www.holidayinvietnam.com/sites/default/files/styles/vht_vlarge_720_540/public/vht/hotel/images/petro_house_vung_tau1.jpg?itok=OIr1M9-E
Green Hotel,Hotel,"147C Thuy Van Street",3.7,Vung Tau,750000,https://www.tnktravel.com/wp-content/uploads/2014/06/Green-Vung-Tau-hotel.jpg
Thanh Nam Hotel,Hotel,"Vung Tau, Vietnam",3.5,Vung Tau,600000,https://pix6.agoda.net/hotelImages/412/412707/412707_16051410260042325139.jpg?s=1024x768
Phung Ha Hotel,Hotel,"Vung Tau, Vietnam",3.4,Vung Tau,550000,https://accvungtau.vn/wp-content/uploads/2025/06/Review-Phung-Ha-Hotel-Vung-Tau-768x425.jpg
Mekong Hotel,Hotel,"Vung Tau, Vietnam",3.6,Vung Tau,650000,https://media.licdn.com/dms/image/C5112AQFLn9GNtAk3jg/article-cover_image-shrink_720_1280/0/1544752994861?e=2147483647&v=beta&t=B3EPDnfjPdX1s_tqvzAp1ujvQI9aRz9lMUYfqQD462I
Asia Hotel,Hotel,"Vung Tau, Vietnam",3.8,Vung Tau,800000,https://thailand-construction.com/wp-content/uploads/2019/02/Vienna-House-to-open-its-first-Asia-hotel-in-Vung-Tau-Vietnam.jpg
Tuyet Nhi Hotel,Hotel,"Vung Tau, Vietnam",3.5,Vung Tau,600000,https://res.klook.com/klook-hotel/image/upload/travelapi/47000000/46970000/46960400/46960324/6f76b1f4_z.jpg
Hoang Mai Hotel,Hotel,"Vung Tau, Vietnam",3.4,Vung Tau,580000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/398273294.jpg?k=8442ca959d7e423bfd738e6719cad00c233ae4fed8ee5382d9d225acda3bdc91&o=&hp=1
Cao Su Hotel,Hotel,"Vung Tau, Vietnam",3.7,Vung Tau,720000,https://cdn.ostrovok.ru/t/640x400/content/7d/97/7d97633a9746f00fd238589b10fa3aecc8a024e9.jpeg
Imperial Hotel,Hotel,"159-163 Thuy Van Street",4.7,Vung Tau,4200000,https://pix10.agoda.net/hotelImages/161729/-1/127a3fb4f27d087c1017afcfb0e89405.jpg?s=1024x768
Sen Bien Hotel,Hotel,"154 Ha Long Street",3.9,Vung Tau,900000,https://ik.imagekit.io/tvlk/blog/2022/08/khach-san-vung-tau-view-bien-2.jpg?tr=dpr-2,w-675
Bao Dam Hang Hai Hotel,Hotel,"70 Ha Long Street",3.8,Vung Tau,850000,https://pix1.agoda.net/hotelimages/460/460562/460562_15020616380025174531.jpg
O Cap Hotel,Hotel,"80 Ha Long Street",3.6,Vung Tau,700000,https://ik.imagekit.io/tvlk/blog/2023/09/the-cap-hotel-2.jpg?tr=dpr-2,w-675
Hoa Hong Hotel,Hotel,"Nguyen Bieu Street",3.5,Vung Tau,600000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/429154565.jpg?k=e4ed42f47fe948a14250deae89cdd93ae2c8e65a69c6146303b0a29a734eaec9&o=
33 Hotel,Hotel,"33 Phan Van Tri Street",3.4,Vung Tau,550000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/5b/7c/db/good-view.jpg?w=700&h=-1&s=1
Phuong Nam Hotel,Hotel,"Vung Tau, Vietnam",3.9,Vung Tau,850000,https://pix10.agoda.net/hotelImages/7165569/-1/af9e8bde491919db14ab68db256b406b.jpg?s=1024x768
Doi Dua Hotel,Hotel,"Vung Tau, Vietnam",3.7,Vung Tau,750000,https://happylandgroup.com.vn/wp-content/uploads/2022/05/Doi-Dua-Complex-Vung-Tau.jpg
Tai Nguyen Hotel,Hotel,"Vung Tau, Vietnam",3.5,Vung Tau,620000,https://media-cdn.tripadvisor.com/media/photo-s/0a/94/51/60/2-beds.jpg
Hotel Ming Dang,Hotel,"Vung Tau, Vietnam",3.6,Vung Tau,650000,https://ak-d.tripcdn.com/images/200b0i000000987e86276.jpg
Cong Doan Hotel,Hotel,"Tran Hung Dao Street",3.8,Vung Tau,780000,https://congdoanvietnamhotel.com/wp-content/uploads/2019/10/rsz_dsc03668.jpg
Hoai An Hotel,Hotel,"B2 A Chau Area",3.7,Vung Tau,680000,https://vietnamwildlifetours.com/wp-content/uploads/2019/12/hotel-hoai-anh-in-vung-tau-850x500.jpg
193 Hotel,Hotel,"Vung Tau, Vietnam",3.5,Vung Tau,600000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/c8/ff/17/vias-hotel-vung-tau.jpg?w=1400&h=-1&s=1
Rainbow Hotel,Hotel,"Vung Tau, Vietnam",3.8,Vung Tau,750000,https://www.photos-videos.net/wp-content/uploads/2017/01/Rainbow-in-Vung-Tau-Vietnam.jpg
My House Hotel,Hotel,"Vung Tau, Vietnam",3.6,Vung Tau,620000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/f2/3e/71/p-20160912-115735-largejpg.jpg?w=700&h=-1&s=1
Happy Diamonds Hotel,Hotel,"146 Ha Long Street",3.9,Vung Tau,850000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481272812.jpg?k=960886bd69442b9c9c4a8dbbef1132dd5a8f4c5b2dad6c1fd9cb36f5e3789b14&o=&hp=1
My Phuoc Hotel,Hotel,"3 Nguyen Trai Street",3.7,Vung Tau,700000,https://static.readytotrip.com/upload/information_system_24/4/8/5/item_4851536/information_items_4851536.jpg
Lucky Hotel,Hotel,"Vung Tau, Vietnam",3.8,Vung Tau,780000,https://pix10.agoda.net/hotelImages/15910461/-1/2ad3830c360f74e1cf6e47b08c3c8476.jpg
Minh Hien Hotel,Hotel,"45 La Van Cau Street",3.5,Vung Tau,600000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/427242014.jpg?k=cf0b1e6bc8ff87dbbcaade6bc2a59c1d0233c89b03567c14e88d2d7aec743b54&o=&hp=1
Beeship.Me,Restaurant,"172 Hoang Hoa Tham Street",4.1,Vung Tau,150000,https://lilystravelagency.com/wp-content/uploads/2024/07/restaurant-vung-tau4.png
Solsoy - Tra Sua Dau Nha Ba Tu,Restaurant,"139/31 Alley 139 Phan Chu Trinh Street",4.3,Vung Tau,45000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=139565011881454
Xang-Ti-Met - Coffee And Tea,Restaurant,"04 Ly Tu Trong Street",4.0,Vung Tau,55000,https://images.foody.vn/res/g118/1176465/prof/s640x400/foody-upload-api-foody-mobile-ca-4f9ab55e-230708082058.jpg
Cat Phuong Gia - Dimsum,Restaurant,"110 Le Lai Street",4.2,Vung Tau,250000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=61573579437369
Sushi Lounge,Restaurant,"Vung Tau, Vietnam",4.4,Vung Tau,350000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1446283266706071
Com Huong Duong,Restaurant,"Vung Tau, Vietnam",3.9,Vung Tau,80000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100063501942914
Ganh Hao I,Restaurant,"03 Tran Phu Street",4.6,Vung Tau,450000,https://4.bp.blogspot.com/-UkwsXAsiYj4/V195sHs6tiI/AAAAAAAAFoY/IdrJZgoT9KQ1vxZd-ob_HK4g3MSqGASCQCLcB/s1600/A_Vung+Tau_Ganh+Hao+Restaurant.jpg
Hai Hoang Restaurant,Restaurant,"Vung Tau, Vietnam",4.0,Vung Tau,200000,https://img.restaurantguru.com/w550/h367/r06c-meals-Quan-Bun-Bo-Hue-Hai-Hoang.jpg
Banh Beo Tuyet Mai,Restaurant,"9 Phan Chu Trinh Street",4.3,Vung Tau,60000,https://images.foody.vn/res/g5/49375/s800/foody-banh-beo-tuyet-mai-381-636992590883184055.jpg
Ca Ong Restaurant,Restaurant,"1 Thuy Van Street",4.1,Vung Tau,250000,https://www.carnival.com/shop/medias/973003-img3.jpg?context=bWFzdGVyfGltYWdlc3wzMDMwOTh8aW1hZ2UvanBlZ3xhRGhqTDJnNU55ODRPVGt6TWpJMU9UQXdNRFl5THprM016QXdNeTFwYldjekxtcHdad3xhNjA1ODE0Zjk2NjAwN2ZmNzBhY2Q5ZTRkMzYzYTE0MGI2Mjc3OTJmMDMzYTdjZDkzMGQ0MDY4ODlmYTc2ZGJm&w=700&h=550&resize_profile=pdpgallery
Manta Restaurant,Restaurant,"Tran Dong Street",4.0,Vung Tau,220000,https://u.realgeeks.media/keystosarasota/manta_2021/Manta_Restaurant_Big_Island_Luxury_Dining_Entrance.jpg
Nhu Thanh Restaurant,Restaurant,"165 Truong Cong Dinh Street",3.9,Vung Tau,180000,http://reviewvilla.vn/wp-content/uploads/2022/05/hafi-hotel-and-restaurant-17.jpg
Do Chieu Banh Cuon,Restaurant,"25 Do Chieu Street",4.2,Vung Tau,50000,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/01_2023/quan-an-ngon-o-do-chieu-vung-tau-banh-cuon.jpg
Mr.Ket,Restaurant,"Ha Long Street",4.1,Vung Tau,200000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b7/b0/12/mrket.jpg?w=1200&h=-1&s=1
Bbq World,Restaurant,"Ha Long Street",4.0,Vung Tau,300000,https://www.sunworldvungtau.com/wp-content/uploads/2025/01/sakura-bbq-vung-tau.webp
O Cap 1 Restaurant,Restaurant,"74 Ha Long Street",3.8,Vung Tau,180000,https://images.foody.vn/res/g1/4728/s800/foody-o-cap-1-cafe-464-636555265955111565.jpg
Banh Khot Ba Hai,Restaurant,"42 Tran Dong Street",4.4,Vung Tau,70000,https://diamondvillavungtau.vn/wp-content/uploads/2023/10/BANH-KHOT-BA-HAI-VUNG-TAU.jpg
Pizza Hut Ba Cu,Restaurant,"256 Ba Cu Street",4.0,Vung Tau,200000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=285623327188761
69 Restaurant,Restaurant,"69 Alley 69 Le Hong Phong Street",3.9,Vung Tau,150000,https://img.restaurantguru.com/w550/h367/rd69-Banh-Trang-Tron-Vung-Tau-interior.jpg
Hun Tien Nhau,Restaurant,"42b Nguyen Binh Khiem Street",4.0,Vung Tau,180000,https://img.restaurantguru.com/w550/h367/r408-view-Quan-Nhau-Trung-Chim.jpg
Alibaba Restaurant,Restaurant,"7 Nguyen Trai Street",4.1,Vung Tau,250000,https://media-cdn.tripadvisor.com/media/photo-s/1b/97/01/fb/alibaba.jpg
Partea,Restaurant,"Vung Tau, Vietnam",4.2,Vung Tau,60000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ae/ba/31/the-sign.jpg?w=1200&h=1200&s=1
Hu Tieu Muc,Restaurant,"Vung Tau, Vietnam",4.0,Vung Tau,55000,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/12_2023/quan_hu_tieu_muc_ngon_o_vung_tau_thuan_phuc.png
Sophie Restaurant,Restaurant,"3 Ba Cu Street",4.1,Vung Tau,150000,https://img.restaurantguru.com/w550/h367/r850-meals-Sophie-Coffee-and-Restaurant.jpg
Thuan Phuc Restaurant,Restaurant,"94 Hoang Hoa Tham Street",4.0,Vung Tau,120000,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/12_2023/quan_hu_tieu_muc_ngon_o_vung_tau_thuan_phuc.png
Oc Co Quyen,Restaurant,"177 Vo Thi Sau Street",4.2,Vung Tau,150000,https://img.restaurantguru.com/c4b4-Oc-Ngon-tp-Vung-Tau-photo.jpg
Bach Dang Restaurant,Restaurant,"Vung Tau, Vietnam",3.9,Vung Tau,200000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=793212226165454
Ngon 15 Restaurant,Restaurant,"15 Nguyen Truong To Street",4.0,Vung Tau,180000,https://ticotravel.com.vn/wp-content/uploads/2022/05/mon-ngon-vung-tau-8.jpg
Cafe Olivia,Restaurant,"10 Ly Thuong Kiet Street",4.1,Vung Tau,50000,https://lh3.googleusercontent.com/p/AF1QipOmPiBpZFwjXq_NJt1t68OCIkxTWONBr68M2v_8=s680-w680-h510
R&B Milk Tea,Restaurant,"Vung Tau, Vietnam",4.0,Vung Tau,45000,https://cdn.tgdd.vn/Files/2022/11/08/1485646/top-15-quan-tra-sua-nho-dep-tai-sai-gon-do-uong-ngon-song-ao-thoa-thich-202211082119176342.jpg
Vuon Oc Wongnai,Restaurant,"34 Tran Hung Dao Street",4.3,Vung Tau,200000,https://accvungtau.vn/wp-content/uploads/2025/06/Review-Vuon-oc-Wongnai-Vung-Tau.jpg
Bui Vien Restaurant,Restaurant,"2 Nguyen Trai Street",4.1,Vung Tau,180000,https://fme.travel/uploads/2024/02/NongThonDaiViet-TheRice-Hotel-Restautant-1280x853.jpg
Loan Chao Long,Restaurant,"Vung Tau, Vietnam",3.8,Vung Tau,45000,https://anchoivungtau.vn/wp-content/uploads/2022/11/Chao_long_Ba_Loan_8.jpg
Quan Su Bin - Bo La Lot,Restaurant,"Vung Tau, Vietnam",4.2,Vung Tau,150000,https://menu.restaurantguru.com/m4/menu-Quan-Bo-Nuong-La-Lot.jpg
Chay Tam Tu,Restaurant,"119/3 Hoang Hoa Tham Street",4.0,Vung Tau,60000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100064185573997
Tinh Man Restaurant,Restaurant,"30 Phung Chi Kien Street",3.9,Vung Tau,55000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1105497221737767
Bep Chay Co May,Restaurant,"26 Binh Gia Street",4.3,Vung Tau,70000,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/09_2022/quan-an-chay-ngon-o-vung-tau-co-may2.jpg
Vuon Chay,Restaurant,"38/9 Binh Gia Street",4.1,Vung Tau,65000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100063713329474
Hai Vuong Seafood,Restaurant,"Thuy Van Street",4.2,Vung Tau,300000,https://www.vivutravel.com/images/des_vietnam7/vietnam-tour-haivuong-restaurant.jpg
Sao Viet Restaurant,Restaurant,"Vung Tau, Vietnam",3.9,Vung Tau,180000,https://img.restaurantguru.com/w550/h367/r0d1-Nha-Hang-Sao-o-interior.jpg
Tru By Hilton Can Tho Cai Khe,Hotel,"112 D Tran Phu Street, Ninh Kieu",4.0,Can Tho,1900000,https://www.hilton.com/im/en/VCACTRU/23676106/dji-20250710175200-0336-d-hdr-copy.jpg?impolicy=crop&cw=2845&ch=1585&gravity=NorthWest&xposition=491&yposition=646&rw=768&rh=430
Sheraton Can Tho Hotel,Hotel,"Can Tho, Vietnam",5.0,Can Tho,3200000,https://vn.sheratoncantho.com/resourcefiles/home-content-section-image/hotel-exterior.png?version=3292023062640
Sheraton Can Tho Hotel,Hotel,"209 30 Thang 4 Street, Ninh Kieu",4.9,Can Tho,3200000,https://vn.sheratoncantho.com/resourcefiles/home-content-section-image/hotel-exterior.png?version=3292023062640
Victoria Can Tho Resort,Resort,"Can Tho, Vietnam",4.7,Can Tho,2800000,https://www.victoriahotels.asia/wp-content/uploads/2022/12/VCT_Overview_1.jpg
Iris Hotel,Hotel,"224 30/4 Street, Ninh Kieu",4.0,Can Tho,1200000,https://nemtv.vn/wp-content/uploads/2019/03/khach-san-can-tho-nemtv-4.jpg
Ninh Kieu Riverside Hotel,Hotel,"2 Hai Ba Trung Street",4.0,Can Tho,1300000,https://hotel84.com/hotel84-images/product/photo/ninh-kieu-reverside-hotel.jpg
Muong Thanh Hotel,Hotel,"Can Tho, Vietnam",5.0,Can Tho,1500000,http://pix1.agoda.net/hotelimages/907/907601/907601_16090815330046249339.jpg
West Hotel,Hotel,"Can Tho, Vietnam",4.0,Can Tho,1100000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/19/f1/4f/photo0jpg.jpg?w=1200&h=-1&s=1
Nam Mon The Boutique Hotel,Hotel,"Can Tho, Vietnam",3.8,Can Tho,850000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/fd/9b/64/nice-hotel.jpg?w=700&h=-1&s=1
An Hotel,Hotel,"Can Tho, Vietnam",3.7,Can Tho,750000,https://pix10.agoda.net/hotelImages/6909078/-1/a6f2a57e9166d72f31fe6d395ee615c8.jpg?s=1024x768
Lua Nep Hotel,Hotel,"Can Tho, Vietnam",3.9,Can Tho,900000,https://scontent.iocvnpt.com/resources/portal/Images/CTO/superadminportal.cto/Nhahang/LuaNep/luanep4_637024292642080483.jpg
Thien Ly Hotel,Hotel,"Can Tho, Vietnam",2.0,Can Tho,350000,https://pix10.agoda.net/hotelImages/6909078/-1/a6f2a57e9166d72f31fe6d395ee615c8.jpg?s=1024x768
V'luna Hotel - Managed By Thm,Hotel,"19-D3 Tran Quang Khai Street, Ninh Kieu",3.9,Can Tho,950000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/1d/8d/60/caption.jpg?w=1100&h=-1&s=1
Tan Phuoc 5 Hotel,Hotel,"Can Tho, Vietnam",3.5,Can Tho,600000,https://autourasia.fr/uploads/Travel-Guide-Vietnam/Can-tho/top-10-best-luxury-hotels-can-tho/700-hotel-ninh-kieu-2.jpg
Kim Tho Hotel,Hotel,"1 Ngo Gia Tu Street",3.8,Can Tho,820000,http://www.holidayinvietnam.com/sites/default/files/vht/hotel/images/kim_tho.jpg
Golf Cantho Hotel,Hotel,"Can Tho, Vietnam",3.9,Can Tho,880000,https://www.travelvietnam.com/images/photos/asia/vietnam-cantho-golf-can-tho-hotel.jpg?t=1694654593
Saigon Can Tho Hotel,Hotel,"Can Tho, Vietnam",4.0,Can Tho,1000000,https://pix10.agoda.net/hotelImages/6909078/-1/a6f2a57e9166d72f31fe6d395ee615c8.jpg?s=1024x768
Phuong Nam Hotel,Hotel,"Can Tho, Vietnam",3.6,Can Tho,650000,https://pix6.agoda.net/hotelImages/544/544329/544329_14091911410022264100.jpg
Hello 2 Hotel,Hotel,"31 Chau Van Liem Street",3.5,Can Tho,550000,https://pix10.agoda.net/hotelImages/6909078/-1/a6f2a57e9166d72f31fe6d395ee615c8.jpg?s=1024x768
Tay Do Hotel,Hotel,"61 Chau Van Liem Street",3.7,Can Tho,700000,https://storage.googleapis.com/td-robb-media/2023/04/1.-Hotel-Exterior.jpg
Hau Giang Hotel,Hotel,"27 Chau Van Liem Street",3.6,Can Tho,620000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b9/7a/fd/hau-giang-hotel.jpg?w=700&h=-1&s=1
Xuan Mai 1 Hotel,Hotel,"Can Tho, Vietnam",3.4,Can Tho,500000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/484190119.jpg?k=08d38aa7bf656a9cc2bfdab425974209f248b7d6f2de50d6e9134704e3503a38&o=&hp=1
Hong Phuc Hotel,Hotel,"Can Tho, Vietnam",3.5,Can Tho,550000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/201394030.jpg?k=de03018e3c828020a69c62db26345f29865ea5007b2ac5f4fc10b8df4b298f41&o=
Xoai Hotel,Hotel,"93 Mau Than Street",3.6,Can Tho,580000,https://hotelxoai.com/img/IMG_04471.JPG
Sau Khai Hotel,Hotel,"Can Tho, Vietnam",3.3,Can Tho,450000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/409014555.jpg?k=23f07b605a0b41e97fc674f403319792213fd4beffb53ae37807f228e3e592e8&o=&hp=1
Thien Hai Son Hotel,Hotel,"Can Tho, Vietnam",3.7,Can Tho,680000,https://kenhhomestay.com/wp-content/uploads/2022/03/Thien-Hai-Son-phu-quoc-3.jpg
Hoa Anh Dao Hotel,Hotel,"Can Tho, Vietnam",3.5,Can Tho,520000,https://static.hotdeal.vn/images/1577/1577303/60x60/354356-anh-dao-mekong-2-hotel-3-can-tho-2n1d-phong-standard-gom-an-sang-su-dung-ho-boi-khong-phu-thu-cuoi-tuan.jpg
Phu Ny Hotel,Hotel,"Can Tho, Vietnam",3.4,Can Tho,480000,https://pix10.agoda.net/hotelImages/6909078/-1/a6f2a57e9166d72f31fe6d395ee615c8.jpg?s=1024x768
Ngan Ha Hotel,Hotel,"39-41 Ngo Quyen Street",3.6,Can Tho,600000,https://cf.bstatic.com/xdata/images/hotel/max300/256017116.jpg?k=5890822576b4137c1abc667fa3525a6385289a4ec3e73fbd5406b6854555e16b&o=&hp=1
Phuong Dong Hotel,Hotel,"Can Tho, Vietnam",3.7,Can Tho,650000,https://www.tnktravel.com/wp-content/uploads/2015/03/Phuong-Dong-Hotel-Can-Tho.jpg
31B Hotel,Hotel,"Can Tho, Vietnam",3.3,Can Tho,420000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/640205326.jpg?k=b08fc999f971d9fd1f32261c1a1f47741cb71ab08d0f04e74aa558a1ffa8b49a&o=
Hung Cuong Hotel,Hotel,"Can Tho, Vietnam",3.5,Can Tho,550000,https://cdn1.ivivu.com/iVivu/2019/03/28/17/hung-cuong-hotel.webp?o=jpg
Kim Lan Hotel,Hotel,"Nguyen An Ninh Street",3.6,Can Tho,580000,https://www.rustycompass.com/uploads/destinations/kim-lan-hotel-b-can-tho-0112-1_13860642631.jpg
Tan Phuoc 2 Hotel,Hotel,"Can Tho, Vietnam",3.4,Can Tho,500000,https://du-lich.chudu24.com/f/m/2105/18/khach-san-muong-thanh-luxury-can-tho-0.jpg
Queen Hotel,Hotel,"Can Tho, Vietnam",3.7,Can Tho,620000,https://media-cdn.tripadvisor.com/media/photo-p/22/fb/3f/85/mekong-queen-resort.jpg
Huynh Long Hotel,Hotel,"Ly Tu Trong Street",3.6,Can Tho,580000,https://pix8.agoda.net/hotelImages/401/401008/401008_121108204730624.jpg
74 Hotel,Hotel,"Can Tho, Vietnam",3.3,Can Tho,400000,https://pix6.agoda.net/hotelImages/6909078/-1/a6f2a57e9166d72f31fe6d395ee615c8.jpg?s=800x600
62 Hotel,Hotel,"Can Tho, Vietnam",3.3,Can Tho,400000,https://pix6.agoda.net/hotelImages/6909078/-1/a6f2a57e9166d72f31fe6d395ee615c8.jpg?s=800x600
Phu My Hotel,Hotel,"Can Tho, Vietnam",3.2,Can Tho,380000,https://cache.marriott.com/is/image/marriotts7prod/si-vcasi-hotel-exterior-39235:Classic-Hor
De Nui - Ca Ri De Curry - Grill And Hot Pot - Goat,Restaurant,"Group 1",4.1,Can Tho,220000,https://i.ytimg.com/vi/ddjKE487E9g/maxresdefault.jpg
Bamboo Buffet,Restaurant,"Can Tho, Vietnam",4.0,Can Tho,180000,https://img.restaurantguru.com/w550/h367/r9a6-Bamboo-Buffet-design-2024-05-2.jpg
Hoa Su Restaurant,Restaurant,"Cai Khe",3.9,Can Tho,150000,https://www.tourdulichbentre.com/images/stories/virtuemart/product/nha-hang-hoa-su-can-tho.jpg
Che Go Food & Beer,Restaurant,"Can Tho, Vietnam",4.2,Can Tho,250000,https://vemekong.com/wp-content/uploads/2021/12/can-tho-mau-than-1968-4a-768x512.jpg
